"NAME","STATE","COUNTY","S1501_C01_006E","S1501_C01_007E","S1501_C01_008E","S1501_C01_009E","S1501_C01_010E","S1501_C01_011E","S1501_C01_012E","S1501_C01_013E","state","county","yr"
"Pima County, Arizona","04","019","699288","28678","45790","149641","172153","62649","137833","102544","04","019",2021
"Pinal County, Arizona","04","021","293016","12770","23641","89200","76521","29667","40942","20275","04","021",2021
"Santa Cruz County, Arizona","04","023","30361","3086","3671","7913","6266","2431","4257","2737","04","023",2021
"Yavapai County, Arizona","04","025","180855","3939","11341","45486","52902","16956","29164","21067","04","025",2021
"Yuma County, Arizona","04","027","129299","16595","15846","34441","31450","10681","12942","7344","04","027",2021
"Arkansas County, Arkansas","05","001","11988","668","928","5020","1962","1423","1340","647","05","001",2021
"Ashley County, Arkansas","05","003","13411","768","1220","6823","2193","795","1223","389","05","003",2021
"Baxter County, Arkansas","05","005","31668","926","2667","10992","7771","3420","4008","1884","05","005",2021
"Benton County, Arkansas","05","007","182880","9003","9808","53695","35039","12124","41442","21769","05","007",2021
"Boone County, Arkansas","05","009","26166","999","1850","8849","7054","2766","3125","1523","05","009",2021
"Bradley County, Arkansas","05","011","7251","409","742","3111","1575","506","644","264","05","011",2021
"Calhoun County, Arkansas","05","013","3438","87","456","1490","681","303","256","165","05","013",2021
"Carroll County, Arkansas","05","015","19931","1594","1354","7009","4208","1377","2892","1497","05","015",2021
"Chicot County, Arkansas","05","017","7114","511","1026","2725","1443","359","737","313","05","017",2021
"Clark County, Arkansas","05","019","12605","367","826","4037","3196","663","2338","1178","05","019",2021
"Clay County, Arkansas","05","021","10347","641","984","4430","2029","815","849","599","05","021",2021
"Cleburne County, Arkansas","05","023","18514","840","1336","7850","3704","1640","2005","1139","05","023",2021
"Cleveland County, Arkansas","05","025","5531","67","447","2584","1216","293","607","317","05","025",2021
"Columbia County, Arkansas","05","027","14051","543","1281","5590","2866","939","1881","951","05","027",2021
"Conway County, Arkansas","05","029","14381","640","1066","5896","2790","1303","2009","677","05","029",2021
"Craighead County, Arkansas","05","031","70517","3264","4028","23151","14021","5641","12635","7777","05","031",2021
"Crawford County, Arkansas","05","033","40859","1802","4359","13947","9198","3761","5541","2251","05","033",2021
"Crittenden County, Arkansas","05","035","30865","1583","3201","10940","7253","2496","3690","1702","05","035",2021
"Cross County, Arkansas","05","037","11747","789","1349","4907","2222","829","1004","647","05","037",2021
"Dallas County, Arkansas","05","039","4660","174","397","2108","1094","351","395","141","05","039",2021
"Desha County, Arkansas","05","041","7728","721","756","3415","1487","292","746","311","05","041",2021
"Drew County, Arkansas","05","043","11170","462","994","4090","2289","683","1703","949","05","043",2021
"Faulkner County, Arkansas","05","045","76466","1863","3405","23020","17072","5951","15682","9473","05","045",2021
"Franklin County, Arkansas","05","047","11803","662","934","4911","2863","1182","914","337","05","047",2021
"Fulton County, Arkansas","05","049","8678","367","857","3229","2568","668","584","405","05","049",2021
"Garland County, Arkansas","05","051","72278","1885","5070","23014","18195","6936","11173","6005","05","051",2021
"Grant County, Arkansas","05","053","12554","272","783","5351","2969","924","1648","607","05","053",2021
"Greene County, Arkansas","05","055","30735","944","2541","13628","6570","2048","3283","1721","05","055",2021
"Hempstead County, Arkansas","05","057","13491","1019","1162","5182","2811","1158","1342","817","05","057",2021
"Hot Spring County, Arkansas","05","059","23602","629","2070","9240","5832","1951","2624","1256","05","059",2021
"Howard County, Arkansas","05","061","8604","334","694","3596","1957","796","822","405","05","061",2021
"Independence County, Arkansas","05","063","25394","1119","2491","9405","6079","2122","2906","1272","05","063",2021
"Izard County, Arkansas","05","065","10270","655","1183","3414","2471","799","1229","519","05","065",2021
"Jackson County, Arkansas","05","067","11987","604","1376","5169","2435","884","905","614","05","067",2021
"Jefferson County, Arkansas","05","069","46411","1571","3812","19219","10365","2414","6200","2830","05","069",2021
"Johnson County, Arkansas","05","071","16953","1552","1825","6929","3143","788","1751","965","05","071",2021
"Lafayette County, Arkansas","05","073","4566","368","496","2095","913","204","381","109","05","073",2021
"Lawrence County, Arkansas","05","075","10968","546","1122","4271","2644","754","1148","483","05","075",2021
"Lee County, Arkansas","05","077","6248","366","775","2847","1296","354","519","91","05","077",2021
"Lincoln County, Arkansas","05","079","9871","630","1225","4753","1949","452","609","253","05","079",2021
"Little River County, Arkansas","05","081","8378","181","666","3656","1936","693","857","389","05","081",2021
"Logan County, Arkansas","05","083","15100","579","1274","6704","3432","1203","1260","648","05","083",2021
"Lonoke County, Arkansas","05","085","49256","1689","3266","18597","10357","5332","6796","3219","05","085",2021
"Madison County, Arkansas","05","087","11492","663","1071","5735","1960","507","994","562","05","087",2021
"Marion County, Arkansas","05","089","12801","553","1217","4682","3311","1105","1296","637","05","089",2021
"Miller County, Arkansas","05","091","29215","1243","2585","10586","7815","2036","3010","1940","05","091",2021
"Mississippi County, Arkansas","05","093","26769","1722","2932","11058","5282","1962","2517","1296","05","093",2021
"Monroe County, Arkansas","05","095","4861","379","651","2007","901","268","463","192","05","095",2021
"Montgomery County, Arkansas","05","097","6421","318","712","2111","1729","566","701","284","05","097",2021
"Nevada County, Arkansas","05","099","5724","222","295","2937","1166","467","479","158","05","099",2021
"Newton County, Arkansas","05","101","5345","247","543","2026","1280","372","598","279","05","101",2021
"Ouachita County, Arkansas","05","103","16039","489","1506","6501","4269","1143","1350","781","05","103",2021
"Perry County, Arkansas","05","105","7090","245","372","3076","1727","429","893","348","05","105",2021
"Phillips County, Arkansas","05","107","10976","779","1231","3489","2770","1132","1070","505","05","107",2021
"Pike County, Arkansas","05","109","7146","479","386","2729","1674","486","897","495","05","109",2021
"Poinsett County, Arkansas","05","111","15775","1433","1487","7067","3323","649","1318","498","05","111",2021
"Polk County, Arkansas","05","113","13607","505","1064","5178","3646","1102","1322","790","05","113",2021
"Pope County, Arkansas","05","115","40886","2344","4098","13836","8388","2718","6480","3022","05","115",2021
"Prairie County, Arkansas","05","117","6025","255","538","2552","1306","453","614","307","05","117",2021
"Pulaski County, Arkansas","05","119","270836","8215","14868","69538","58689","21094","58292","40140","05","119",2021
"Randolph County, Arkansas","05","121","12635","826","995","4839","2795","1150","1311","719","05","121",2021
"St. Francis County, Arkansas","05","123","16685","955","1995","6559","3856","1417","1085","818","05","123",2021
"Saline County, Arkansas","05","125","84850","2294","4658","26015","20179","8019","16275","7410","05","125",2021
"Scott County, Arkansas","05","127","6921","536","851","2827","1436","514","562","195","05","127",2021
"Searcy County, Arkansas","05","129","5769","487","658","2282","1041","417","635","249","05","129",2021
"Sebastian County, Arkansas","05","131","85679","5282","7932","25325","20426","6155","13072","7487","05","131",2021
"Sevier County, Arkansas","05","133","10057","1328","1334","3474","1917","835","775","394","05","133",2021
"Sharp County, Arkansas","05","135","12494","645","1575","4873","3196","814","973","418","05","135",2021
"Stone County, Arkansas","05","137","9069","413","981","3128","2181","1062","974","330","05","137",2021
"Union County, Arkansas","05","139","26804","1032","2632","10177","5694","2338","3306","1625","05","139",2021
"Van Buren County, Arkansas","05","141","11740","584","1170","4857","2342","877","1160","750","05","141",2021
"Washington County, Arkansas","05","143","148635","10289","9781","40952","28566","8887","29512","20648","05","143",2021
"White County, Arkansas","05","145","50133","2241","4885","20258","8472","4103","6116","4058","05","145",2021
"Woodruff County, Arkansas","05","147","4471","246","539","1929","669","368","402","318","05","147",2021
"Yell County, Arkansas","05","149","13905","1249","1886","5240","2739","838","1372","581","05","149",2021
"Alameda County, California","06","001","1193863","68311","62961","198825","194409","76687","337847","254823","06","001",2021
"Alpine County, California","06","003","969","34","27","249","235","43","200","181","06","003",2021
"Amador County, California","06","005","31725","764","1993","9724","8752","4300","4317","1875","06","005",2021
"Butte County, California","06","007","142167","4840","8894","31704","39391","15029","27819","14490","06","007",2021
"Calaveras County, California","06","009","34951","799","2415","10815","10250","3713","4876","2083","06","009",2021
"Colusa County, California","06","011","13942","2348","1371","4246","2594","1340","1558","485","06","011",2021
"Contra Costa County, California","06","013","805020","42474","40090","140633","160404","66758","218293","136368","06","013",2021
"Del Norte County, California","06","015","19703","999","2826","6101","4942","1659","2070","1106","06","015",2021
"El Dorado County, California","06","017","139444","2557","4864","28993","35646","16021","34494","16869","06","017",2021
"Fresno County, California","06","019","619376","76606","60229","140532","145859","55967","93209","46974","06","019",2021
"Glenn County, California","06","021","18294","2613","1690","5538","4221","1507","2226","499","06","021",2021
"Humboldt County, California","06","023","93815","2529","5922","21654","24929","9518","19376","9887","06","023",2021
"Imperial County, California","06","025","110267","16255","16340","28187","25791","6936","12239","4519","06","025",2021
"Inyo County, California","06","027","13746","433","655","4188","3471","1250","2217","1532","06","027",2021
"Kern County, California","06","029","552243","71745","61081","152266","126244","43671","63839","33397","06","029",2021
"Kings County, California","06","031","94259","13052","11804","24622","22753","8530","9159","4339","06","031",2021
"Lake County, California","06","033","48848","2515","4033","14601","13272","5870","5747","2810","06","033",2021
"Lassen County, California","06","035","24323","1317","3536","7891","6566","2150","2098","765","06","035",2021
"Los Angeles County, California","06","037","6922061","813149","568298","1411475","1285626","486941","1530075","826497","06","037",2021
"Madera County, California","06","039","98573","16258","11531","22929","24341","7370","11366","4778","06","039",2021
"Marin County, California","06","041","192700","7844","4828","19589","31731","12801","65270","50637","06","041",2021
"Mariposa County, California","06","043","13513","460","773","3028","3939","1412","2624","1277","06","043",2021
"Mendocino County, California","06","045","65151","4196","4508","17147","17770","5568","9612","6350","06","045",2021
"Merced County, California","06","047","165461","28922","20132","43880","36243","13025","15979","7280","06","047",2021
"Modoc County, California","06","049","6564","464","491","2136","1607","573","864","429","06","049",2021
"Mono County, California","06","051","9497","593","621","2124","2375","980","1833","971","06","051",2021
"Monterey County, California","06","053","280524","50976","24795","56912","50847","22683","44514","29797","06","053",2021
"Napa County, California","06","055","98545","9017","5524","17698","20920","8922","24141","12323","06","055",2021
"Nevada County, California","06","057","78580","1309","2518","14963","21288","8111","19385","11006","06","057",2021
"Orange County, California","06","059","2197190","159612","134568","378888","428349","170409","585008","340356","06","059",2021
"Placer County, California","06","061","281849","5588","8996","49539","69403","31072","76411","40840","06","061",2021
"Plumas County, California","06","063","15047","205","615","4108","5008","1647","2233","1231","06","063",2021
"Riverside County, California","06","065","1572798","142125","125400","423504","378894","132743","238066","132066","06","065",2021
"Sacramento County, California","06","067","1067929","66453","61002","235075","259949","103745","221577","120128","06","067",2021
"San Benito County, California","06","069","41203","4329","2572","11037","10594","4211","6305","2155","06","069",2021
"San Bernardino County, California","06","071","1377666","113848","146467","370115","327584","117761","197308","104583","06","071",2021
"San Diego County, California","06","073","2251321","140183","122880","409660","483335","188808","552537","353918","06","073",2021
"San Francisco County, California","06","075","688969","46904","30396","78359","87355","35903","243795","166257","06","075",2021
"San Joaquin County, California","06","077","488393","53581","42635","140468","110472","46154","64170","30913","06","077",2021
"San Luis Obispo County, California","06","079","190323","6410","8944","37215","48533","19301","43001","26919","06","079",2021
"San Mateo County, California","06","081","551707","28749","21903","82159","90968","38527","162209","127192","06","081",2021
"Santa Barbara County, California","06","083","277880","32126","18148","47957","58882","23131","58791","38845","06","083",2021
"Santa Clara County, California","06","085","1349372","84521","61383","184860","193313","91345","375482","358468","06","085",2021
"Santa Cruz County, California","06","087","179985","14098","7004","28627","39428","15430","43339","32059","06","087",2021
"Shasta County, California","06","089","128609","3096","8396","33218","39786","15072","19506","9535","06","089",2021
"Sierra County, California","06","091","2307","43","87","681","755","226","259","256","06","091",2021
"Siskiyou County, California","06","093","32223","1224","2026","8724","9387","3929","4595","2338","06","093",2021
"Solano County, California","06","095","312459","17302","17535","74274","83824","32543","58967","28014","06","095",2021
"Sonoma County, California","06","097","356445","20831","17788","65278","86331","33872","82579","49766","06","097",2021
"Stanislaus County, California","06","099","348982","37681","32279","104577","85846","26010","42993","19596","06","099",2021
"Sutter County, California","06","101","64872","6899","6303","15907","16083","6709","8650","4321","06","101",2021
"Tehama County, California","06","103","44894","2891","3498","13014","13056","4808","5587","2040","06","103",2021
"Trinity County, California","06","105","12493","215","549","4800","3756","849","1443","881","06","105",2021
"Tulare County, California","06","107","278465","47440","28809","73748","61604","24532","28347","13985","06","107",2021
"Tuolumne County, California","06","109","42285","710","2634","10658","13229","4658","6817","3579","06","109",2021
"Ventura County, California","06","111","574785","49030","33595","113615","124158","58776","124047","71564","06","111",2021
"Yolo County, California","06","113","127688","8648","7184","22654","25117","9086","28159","26840","06","113",2021
"Yuba County, California","06","115","50807","4243","5325","11785","15163","5273","5955","3063","06","115",2021
"Adams County, Colorado","08","001","334333","22623","27981","94610","71102","29657","60392","27968","08","001",2021
"Alamosa County, Colorado","08","003","9814","708","573","2790","2350","877","1508","1008","08","003",2021
"Arapahoe County, Colorado","08","005","446320","16179","19217","87772","86946","37633","124297","74276","08","005",2021
"Archuleta County, Colorado","08","007","10195","137","471","2228","2721","567","2650","1421","08","007",2021
"Baca County, Colorado","08","009","2545","125","243","735","547","290","454","151","08","009",2021
"Bent County, Colorado","08","011","4537","142","444","2203","786","317","381","264","08","011",2021
"Boulder County, Colorado","08","013","219430","4323","5579","24354","32821","14414","75764","62175","08","013",2021
"Broomfield County, Colorado","08","014","50886","580","1158","6603","8506","4641","18252","11146","08","014",2021
"Chaffee County, Colorado","08","015","15292","244","611","3939","3344","1129","3618","2407","08","015",2021
"Cheyenne County, Colorado","08","017","1148","23","57","344","335","134","181","74","08","017",2021
"Clear Creek County, Colorado","08","019","7579","90","111","1517","1350","451","2182","1878","08","019",2021
"Conejos County, Colorado","08","021","4981","228","297","1633","1176","428","802","417","08","021",2021
"Costilla County, Colorado","08","023","2603","177","165","762","677","188","398","236","08","023",2021
"Crowley County, Colorado","08","025","4210","99","363","2166","783","410","262","127","08","025",2021
"Custer County, Colorado","08","027","3678","26","37","661","1202","330","878","544","08","027",2021
"Delta County, Colorado","08","029","22937","728","1648","8368","5312","1626","3449","1806","08","029",2021
"Denver County, Colorado","08","031","514105","25311","25933","82175","82068","28584","164516","105518","08","031",2021
"Dolores County, Colorado","08","033","1961","0","70","831","413","128","319","200","08","033",2021
"Douglas County, Colorado","08","035","235928","2084","2928","28669","44413","18060","90110","49664","08","035",2021
"Eagle County, Colorado","08","037","39773","1892","1407","6210","6065","3947","14080","6172","08","037",2021
"Elbert County, Colorado","08","039","18546","283","394","4341","4683","2299","4661","1885","08","039",2021
"El Paso County, Colorado","08","041","471764","9677","16508","92459","115012","51732","113505","72871","08","041",2021
"Fremont County, Colorado","08","043","37938","1002","2914","15356","8429","3178","4620","2439","08","043",2021
"Garfield County, Colorado","08","045","40937","2284","1974","10536","8811","3851","8852","4629","08","045",2021
"Gilpin County, Colorado","08","047","4676","23","270","664","920","516","1143","1140","08","047",2021
"Grand County, Colorado","08","049","11869","263","396","3591","2357","787","2864","1611","08","049",2021
"Gunnison County, Colorado","08","051","10922","69","154","1826","2011","666","4418","1778","08","051",2021
"Hinsdale County, Colorado","08","053","744","0","27","120","213","36","223","125","08","053",2021
"Huerfano County, Colorado","08","055","5113","209","195","1335","1544","535","840","455","08","055",2021
"Jackson County, Colorado","08","057","1079","45","105","253","314","68","181","113","08","057",2021
"Jefferson County, Colorado","08","059","422743","6064","14485","82874","83851","32951","127924","74594","08","059",2021
"Kiowa County, Colorado","08","061","931","11","16","252","329","134","126","63","08","061",2021
"Kit Carson County, Colorado","08","063","4787","220","297","1392","1413","594","543","328","08","063",2021
"Lake County, Colorado","08","065","5367","434","195","1288","1045","474","1217","714","08","065",2021
"La Plata County, Colorado","08","067","40021","394","969","8171","8643","3048","12123","6673","08","067",2021
"Larimer County, Colorado","08","069","236137","3030","5650","41169","48081","21600","69774","46833","08","069",2021
"Las Animas County, Colorado","08","071","10655","551","708","2830","3140","1429","1252","745","08","071",2021
"Lincoln County, Colorado","08","073","4207","76","398","2083","619","328","544","159","08","073",2021
"Logan County, Colorado","08","075","15185","325","977","5851","3076","1878","1861","1217","08","075",2021
"Mesa County, Colorado","08","077","107982","2052","7074","29507","28250","9457","20923","10719","08","077",2021
"Mineral County, Colorado","08","079","670","2","12","89","146","44","271","106","08","079",2021
"Moffat County, Colorado","08","081","8940","127","590","3748","1805","986","1172","512","08","081",2021
"Montezuma County, Colorado","08","083","18556","445","1248","5553","4207","1536","3341","2226","08","083",2021
"Montrose County, Colorado","08","085","30333","1627","1775","9615","7182","2107","5324","2703","08","085",2021
"Morgan County, Colorado","08","087","18669","1905","1695","5826","4346","1627","2266","1004","08","087",2021
"Otero County, Colorado","08","089","12658","464","1075","4040","2871","1807","1427","974","08","089",2021
"Ouray County, Colorado","08","091","3986","8","47","542","1166","380","1131","712","08","091",2021
"Park County, Colorado","08","093","13890","106","247","3502","3907","1532","3200","1396","08","093",2021
"Phillips County, Colorado","08","095","2850","144","233","800","605","326","490","252","08","095",2021
"Pitkin County, Colorado","08","097","13447","125","210","1831","1647","1250","5366","3018","08","097",2021
"Prowers County, Colorado","08","099","7706","748","626","2255","1947","829","718","583","08","099",2021
"Pueblo County, Colorado","08","101","115034","3999","6892","33834","29629","13465","17819","9396","08","101",2021
"Rio Blanco County, Colorado","08","103","4313","86","282","1420","1062","434","699","330","08","103",2021
"Rio Grande County, Colorado","08","105","7980","463","408","2331","1895","577","1622","684","08","105",2021
"Routt County, Colorado","08","107","18695","269","353","3035","3816","1724","6218","3280","08","107",2021
"Saguache County, Colorado","08","109","4760","297","338","1460","1035","418","619","593","08","109",2021
"San Juan County, Colorado","08","111","555","19","0","166","106","30","159","75","08","111",2021
"San Miguel County, Colorado","08","113","6242","21","86","1078","1002","314","2730","1011","08","113",2021
"Sedgwick County, Colorado","08","115","1749","64","133","460","420","280","261","131","08","115",2021
"Summit County, Colorado","08","117","24192","438","882","4207","4864","1024","8436","4341","08","117",2021
"Teller County, Colorado","08","119","19177","42","372","4782","4931","1961","4015","3074","08","119",2021
"Washington County, Colorado","08","121","3379","90","200","1052","904","386","493","254","08","121",2021
"Weld County, Colorado","08","123","208860","12040","12838","53024","49613","19776","40238","21331","08","123",2021
"Yuma County, Colorado","08","125","6541","464","355","1858","1651","675","921","617","08","125",2021
"Fairfield County, Connecticut","09","001","654962","34610","29615","136454","91887","40067","177060","145269","09","001",2021
"Hartford County, Connecticut","09","003","628684","26534","34412","162392","106152","52600","137915","108679","09","003",2021
"Litchfield County, Connecticut","09","005","137919","2739","5687","40662","26256","12669","29273","20633","09","005",2021
"Middlesex County, Connecticut","09","007","121357","2073","4011","30523","20366","11447","29559","23378","09","007",2021
"New Haven County, Connecticut","09","009","604512","26086","32410","178934","101253","44293","117422","104114","09","009",2021
"New London County, Connecticut","09","011","189965","4736","8487","54331","39861","16907","35980","29663","09","011",2021
"Tolland County, Connecticut","09","013","95783","1830","3129","25023","15870","8917","23004","18010","09","013",2021
"Windham County, Connecticut","09","015","81955","2853","5809","28630","16569","8087","11354","8653","09","015",2021
"Kent County, Delaware","10","001","120839","4736","8776","39620","26194","10474","18796","12243","10","001",2021
"New Castle County, Delaware","10","003","393349","11359","18639","115392","70497","29768","84671","63023","10","003",2021
"Sussex County, Delaware","10","005","176430","6155","12123","54916","32985","16610","30785","22856","10","005",2021
"District of Columbia, District of Columbia","11","001","487726","15816","22118","75562","60253","14508","124285","175184","11","001",2021
"Alachua County, Florida","12","001","169822","3820","7763","34518","27591","19410","39331","37389","12","001",2021
"Baker County, Florida","12","003","18947","653","2034","8294","3655","1433","1743","1135","12","003",2021
"Bay County, Florida","12","005","129219","4316","8504","36401","31845","15080","21211","11862","12","005",2021
"Bradford County, Florida","12","007","20339","1221","2444","8435","4476","1367","1476","920","12","007",2021
"Brevard County, Florida","12","009","448084","9826","23822","118401","97562","56522","87283","54668","12","009",2021
"Broward County, Florida","12","011","1374668","59255","78645","368968","261596","134914","291484","179806","12","011",2021
"Calhoun County, Florida","12","013","10150","818","1449","4279","1945","642","757","260","12","013",2021
"Charlotte County, Florida","12","015","153715","3895","8782","51705","36935","14748","23870","13780","12","015",2021
"Citrus County, Florida","12","017","121075","3278","8953","46072","27932","11362","14448","9030","12","017",2021
"Clay County, Florida","12","019","149019","3272","8771","42300","36995","17747","27188","12746","12","019",2021
"Collier County, Florida","12","021","285066","16308","13693","74930","48194","23952","63928","44061","12","021",2021
"Columbia County, Florida","12","023","47698","1748","4703","17405","12036","4458","5058","2290","12","023",2021
"DeSoto County, Florida","12","027","24651","3113","3102","10331","3631","1333","2178","963","12","027",2021
"Dixie County, Florida","12","029","12472","719","1663","5967","1976","794","742","611","12","029",2021
"Duval County, Florida","12","031","674424","20229","43844","189218","142643","66001","141783","70706","12","031",2021
"Escambia County, Florida","12","033","215669","5402","14872","58926","51828","25576","37553","21512","12","033",2021
"Flagler County, Florida","12","035","87717","2574","4162","28142","20175","8787","15631","8246","12","035",2021
"Franklin County, Florida","12","037","9598","689","1337","3071","1789","686","1174","852","12","037",2021
"Gadsden County, Florida","12","039","31151","1971","4016","11085","6066","1907","3986","2120","12","039",2021
"Gilchrist County, Florida","12","041","12359","534","1158","5203","2539","1377","1164","384","12","041",2021
"Glades County, Florida","12","043","9687","1285","1677","3203","1914","308","923","377","12","043",2021
"Gulf County, Florida","12","045","11839","496","1074","3889","2660","991","1728","1001","12","045",2021
"Hamilton County, Florida","12","047","10398","786","1718","4752","1468","733","715","226","12","047",2021
"Hardee County, Florida","12","049","16583","1965","1975","7693","2373","879","1193","505","12","049",2021
"Hendry County, Florida","12","051","25071","4017","3675","8913","4034","2307","1458","667","12","051",2021
"Hernando County, Florida","12","053","143751","4600","11230","48346","36893","14788","18536","9358","12","053",2021
"Highlands County, Florida","12","055","77936","4122","6861","28122","17201","6990","9528","5112","12","055",2021
"Hillsborough County, Florida","12","057","994683","46388","61201","262090","177680","93867","224209","129248","12","057",2021
"Holmes County, Florida","12","059","14291","670","2119","6541","2799","798","945","419","12","059",2021
"Indian River County, Florida","12","061","122616","3447","7428","33926","25641","12925","23763","15486","12","061",2021
"Jackson County, Florida","12","063","35131","1435","4413","14007","7913","2722","2735","1906","12","063",2021
"Jefferson County, Florida","12","065","10775","528","1217","3738","2214","758","1561","759","12","065",2021
"Lafayette County, Florida","12","067","5978","792","785","2549","1122","293","345","92","12","067",2021
"Lake County, Florida","12","069","278005","7525","19218","87063","61212","32781","44593","25613","12","069",2021
"Lee County, Florida","12","071","568166","24812","33327","175221","116360","53641","100887","63918","12","071",2021
"Leon County, Florida","12","073","174434","3618","8246","33154","31361","15977","46511","35567","12","073",2021
"Levy County, Florida","12","075","31164","1170","2707","13196","5917","3466","3262","1446","12","075",2021
"Liberty County, Florida","12","077","5752","303","1020","2383","954","318","478","296","12","077",2021
"Madison County, Florida","12","079","13461","705","1924","4958","2664","1448","1189","573","12","079",2021
"Manatee County, Florida","12","081","297254","10581","18374","86428","59193","26945","58131","37602","12","081",2021
"Marion County, Florida","12","083","275914","9835","22218","98785","59414","26488","38029","21145","12","083",2021
"Martin County, Florida","12","085","122738","3568","6124","31120","28640","11259","26928","15099","12","085",2021
"Miami-Dade County, Florida","12","086","1917165","166277","169424","506656","280011","186127","380441","228229","12","086",2021
"Monroe County, Florida","12","087","64452","2268","2845","17890","13336","5112","13970","9031","12","087",2021
"Nassau County, Florida","12","089","65419","1516","4047","20197","12915","5948","13383","7413","12","089",2021
"Okaloosa County, Florida","12","091","143586","3736","6486","35339","33902","16430","29743","17950","12","091",2021
"Okeechobee County, Florida","12","093","28161","2027","3430","10324","5467","2229","3196","1488","12","093",2021
"Orange County, Florida","12","095","954106","40159","60336","231759","171937","109275","219794","120846","12","095",2021
"Osceola County, Florida","12","097","252003","14290","19453","74371","54996","27630","41508","19755","12","097",2021
"Palm Beach County, Florida","12","099","1087027","60070","58779","254306","200564","100451","250300","162557","12","099",2021
"Pasco County, Florida","12","101","399964","11670","26589","133623","84206","39576","67728","36572","12","101",2021
"Pinellas County, Florida","12","103","741415","19207","39018","197083","157501","75675","163138","89793","12","103",2021
"Polk County, Florida","12","105","494853","26963","40548","167752","107460","48182","69222","34726","12","105",2021
"Putnam County, Florida","12","107","52347","2663","6832","21983","10005","4191","4521","2152","12","107",2021
"St. Johns County, Florida","12","109","189106","3099","6924","41159","33956","17017","53193","33758","12","109",2021
"St. Lucie County, Florida","12","111","236957","11073","16845","74500","52495","24677","37637","19730","12","111",2021
"Santa Rosa County, Florida","12","113","129476","2294","7698","35172","29643","16928","24333","13408","12","113",2021
"Sarasota County, Florida","12","115","343723","7021","14689","91967","68864","32916","73434","54832","12","115",2021
"Seminole County, Florida","12","117","330745","6369","12880","67983","63289","41522","91599","47103","12","117",2021
"Sumter County, Florida","12","119","114717","1988","6937","34680","23154","10276","22230","15452","12","119",2021
"Suwannee County, Florida","12","121","30796","2294","2970","12489","6202","1923","2863","2055","12","121",2021
"Taylor County, Florida","12","123","15988","470","2376","7091","3046","1097","1328","580","12","123",2021
"Union County, Florida","12","125","11772","483","2187","4341","2308","1161","892","400","12","125",2021
"Volusia County, Florida","12","127","407582","11555","24591","126964","91735","49138","68388","35211","12","127",2021
"Wakulla County, Florida","12","129","24100","632","2217","8597","5996","1842","2930","1886","12","129",2021
"Walton County, Florida","12","131","54160","1265","3488","15313","11198","5299","11448","6149","12","131",2021
"Washington County, Florida","12","133","18200","785","2205","7662","4067","1211","1439","831","12","133",2021
"Appling County, Georgia","13","001","12349","795","1947","4741","2614","1053","653","546","13","001",2021
"Atkinson County, Georgia","13","003","5266","939","807","1739","836","372","288","285","13","003",2021
"Bacon County, Georgia","13","005","7300","438","778","2873","1912","492","368","439","13","005",2021
"Baker County, Georgia","13","007","2139","110","240","730","350","320","202","187","13","007",2021
"Baldwin County, Georgia","13","009","27472","1263","2666","8989","5295","2313","4190","2756","13","009",2021
"Banks County, Georgia","13","011","12555","926","1974","3997","2529","1059","1224","846","13","011",2021
"Barrow County, Georgia","13","013","54169","2571","4079","18643","12916","4664","7001","4295","13","013",2021
"Bartow County, Georgia","13","015","72046","3255","6434","26564","16260","5280","9617","4636","13","015",2021
"Ben Hill County, Georgia","13","017","11585","610","1270","5796","1727","915","914","353","13","017",2021
"Berrien County, Georgia","13","019","12546","574","1862","5107","2212","1156","1081","554","13","019",2021
"Bibb County, Georgia","13","021","102514","3962","9990","31471","23262","7656","13612","12561","13","021",2021
"Bleckley County, Georgia","13","023","8170","411","604","2843","2221","787","715","589","13","023",2021
"Brantley County, Georgia","13","025","12458","518","1813","5641","2518","1159","308","501","13","025",2021
"Brooks County, Georgia","13","027","11332","744","1346","3865","2497","977","1251","652","13","027",2021
"Bryan County, Georgia","13","029","27191","644","1454","7363","6095","2525","5718","3392","13","029",2021
"Bulloch County, Georgia","13","031","44689","1162","4111","13282","9816","3683","7525","5110","13","031",2021
"Burke County, Georgia","13","033","15492","816","1675","5636","3294","1724","1722","625","13","033",2021
"Butts County, Georgia","13","035","17603","614","2704","7289","3689","1162","1409","736","13","035",2021
"Calhoun County, Georgia","13","037","4243","317","677","1619","965","177","315","173","13","037",2021
"Camden County, Georgia","13","039","34756","686","2157","11216","9884","3233","4590","2990","13","039",2021
"Candler County, Georgia","13","043","7273","823","767","2784","1547","432","631","289","13","043",2021
"Carroll County, Georgia","13","045","75145","3197","7627","25971","16798","5359","10382","5811","13","045",2021
"Catoosa County, Georgia","13","047","46985","1564","3550","15510","12019","3944","6965","3433","13","047",2021
"Charlton County, Georgia","13","049","9078","761","981","3688","1881","673","739","355","13","049",2021
"Chatham County, Georgia","13","051","200334","4957","13843","48789","46799","14736","42640","28570","13","051",2021
"Chattahoochee County, Georgia","13","053","4609","72","155","1158","1595","492","747","390","13","053",2021
"Chattooga County, Georgia","13","055","17147","1691","3113","6255","3139","1088","1096","765","13","055",2021
"Cherokee County, Georgia","13","057","178140","5723","8618","40211","40606","14595","47795","20592","13","057",2021
"Clarke County, Georgia","13","059","73044","2660","4855","14054","12370","4805","17059","17241","13","059",2021
